count,description,is_static,label,show_on_media,show_on_stories,tag,tag_set_label,tag_set_name,tag_sets_id,tags_id
143,Christchurch | P | E9 | NZ,False,Christchurch,,,geonames_2192362,mc-geocoder@media.mit.edu,mc-geocoder@media.mit.edu,1011,8886132
142,sex crimes,False,sex crimes,,,sex crimes,nyt_labels,nyt_labels,1963,9360922
142,AT&T,False,AT&T,,,AT&T,cliff_organizations,cliff_organizations,2388,9365718
142,Fed,False,Fed,,,Fed,cliff_organizations,cliff_organizations,2388,9367877
142,Digital,False,Digital,,,Digital,cliff_organizations,cliff_organizations,2388,9372100
142,Quadriga,False,Quadriga,,,Quadriga,cliff_organizations,cliff_organizations,2388,29999493
141,advertising,False,advertising,,,advertising,nyt_labels,nyt_labels,1963,9360908
140,children and youth,False,children and youth,,,children and youth,nyt_labels,nyt_labels,1963,9360981
139,Kingdom of Spain | A | ES,False,Kingdom of Spain,False,,geonames_2510769,mc-geocoder@media.mit.edu,mc-geocoder@media.mit.edu,1011,8878587
138,Virginia | A | VA | US,False,Virginia,False,,geonames_6254928,mc-geocoder@media.mit.edu,mc-geocoder@media.mit.edu,1011,8878547
138,Dow Jones,False,Dow Jones,,,Dow Jones,cliff_organizations,cliff_organizations,2388,9367708
138,Federal Reserve,False,Federal Reserve,,,Federal Reserve,cliff_organizations,cliff_organizations,2388,9368261
138,Changpeng Zhao,False,Changpeng Zhao,,,Changpeng Zhao,cliff_people,cliff_people,2389,27846440
137,Pennsylvania | A | PA | US,False,Pennsylvania,False,,geonames_6254927,mc-geocoder@media.mit.edu,mc-geocoder@media.mit.edu,1011,8878566
137,ANC,False,ANC,,,ANC,cliff_organizations,cliff_organizations,2388,9369161
137,MIT,False,MIT,,,MIT,cliff_organizations,cliff_organizations,2388,9372787
136,Trump administration,False,Trump administration,,,Trump administration,cliff_organizations,cliff_organizations,2388,9362998
136,Mati Greenspan,False,Mati Greenspan,,,Mati Greenspan,cliff_people,cliff_people,2389,9640018
135,Umar Farooq,False,Umar Farooq,,,Umar Farooq,cliff_people,cliff_people,2389,9999197
134,Security Council,False,Security Council,,,Security Council,cliff_organizations,cliff_organizations,2388,9367309
133,Akershus fylke | A | 01 | NO,False,Akershus fylke,,,geonames_3163480,mc-geocoder@media.mit.edu,mc-geocoder@media.mit.edu,1011,8892122
133,CFTC,False,CFTC,,,CFTC,cliff_organizations,cliff_organizations,2388,9443517
132,foreign investments,False,foreign investments,,,foreign investments,nyt_labels,nyt_labels,1963,9361185
132,Global News,False,Global News,,,Global News,cliff_organizations,cliff_organizations,2388,9482387
131,Walmart,False,Walmart,,,Walmart,cliff_organizations,cliff_organizations,2388,9363718
131,IRS,False,IRS,,,IRS,cliff_organizations,cliff_organizations,2388,9371486
131,Rob Dawson,False,Rob Dawson,,,Rob Dawson,cliff_people,cliff_people,2389,28103375
131,Cox & Palmer,False,Cox & Palmer,,,Cox & Palmer,cliff_organizations,cliff_organizations,2388,30800049
130,legal profession,False,legal profession,,,legal profession,nyt_labels,nyt_labels,1963,9361213
130,Max Galka,False,Max Galka,,,Max Galka,cliff_people,cliff_people,2389,9695565
128,Caracas | P | 25 | VE,False,Caracas,False,,geonames_3646738,mc-geocoder@media.mit.edu,mc-geocoder@media.mit.edu,1011,8878521
128,Michael MacDonald,False,Michael MacDonald,,,Michael MacDonald,cliff_people,cliff_people,2389,10884794
127,International Monetary Fund,False,International Monetary Fund,,,International Monetary Fund,cliff_organizations,cliff_organizations,2388,9363248
127,Fintech,False,Fintech,,,Fintech,cliff_organizations,cliff_organizations,2388,9419206
127,INB,False,INB,,,INB,cliff_organizations,cliff_organizations,2388,10196824
125,ABC,False,ABC,,,ABC,cliff_organizations,cliff_organizations,2388,9362473
125,Crypto Exchange,False,Crypto Exchange,,,Crypto Exchange,cliff_organizations,cliff_organizations,2388,29509444
124,Harvard,False,Harvard,,,Harvard,cliff_organizations,cliff_organizations,2388,9362285
